"Coğrafi Kapsam (TR)";"Gözlem Sıklığı (A)";"İstatistiksel Gösterge (NG_ADNKS)";"Hanehalkı tipi (1)";"Hanehalkı büyüklüğü (_T)";"ADNKS Gösterge (HH_SAY)";"Zaman (2014)";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2021";"609370";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2022";"587799";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2023";"599664";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2024";"605705";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2025";"616548";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2014";"1161148";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2015";"1131726";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2016";"1120366";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2017";"1098297";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2018";"1104747";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2019";"1038850";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2020";"962149";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2021";"910278";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2022";"810234";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2023";"836002";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2024";"807209";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2025";"806514";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2014";"435117";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2015";"472685";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2016";"534864";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2017";"567540";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2018";"648910";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2019";"714618";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2020";"691994";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2021";"798990";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2022";"849466";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2023";"860757";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2024";"857575";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Toplam";"Hanehalkı sayısı";"2025";"885831";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2014";"333361";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2015";"354343";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2016";"383885";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2017";"401263";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2018";"441091";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2019";"478489";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2020";"481517";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2021";"533363";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2022";"575899";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2023";"607668";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2024";"620222";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"2";"Hanehalkı sayısı";"2025";"650562";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2014";"63472";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2015";"69567";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2016";"79896";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2017";"84585";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2018";"97708";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2019";"108025";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2020";"100852";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2021";"122060";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2022";"131312";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2023";"130320";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2024";"127497";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"3";"Hanehalkı sayısı";"2025";"129108";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2014";"20446";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2015";"24232";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2016";"31018";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2017";"33096";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2018";"40929";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2019";"47172";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2020";"42107";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2021";"54849";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2022";"58863";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2023";"53654";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2024";"49837";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"4";"Hanehalkı sayısı";"2025";"49121";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2014";"8613";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2015";"11151";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2016";"16204";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2017";"18133";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2018";"24606";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2019";"29189";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2020";"26066";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2021";"34134";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2022";"34618";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2023";"29412";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2024";"26016";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"5";"Hanehalkı sayısı";"2025";"24712";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2014";"4209";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2015";"5867";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2016";"9548";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2017";"11110";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2018";"15516";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2019";"18427";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2020";"15960";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2021";"21369";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2022";"21036";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2023";"17687";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2024";"15197";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"6";"Hanehalkı sayısı";"2025";"14391";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2014";"5016";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2015";"7525";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2016";"14313";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2017";"19353";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2018";"29060";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2019";"33316";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2020";"25492";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2021";"33215";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2022";"27738";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2023";"22016";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2024";"18806";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"7+";"Hanehalkı sayısı";"2025";"17937";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2014";"21091075";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2015";"21662260";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2016";"22206776";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2017";"22676186";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2018";"23221218";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2019";"24001940";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2020";"24604086";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2021";"25329833";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2022";"26075365";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2023";"26309332";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2024";"26599261";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"Toplam";"Hanehalkı sayısı";"2025";"26977795";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2014";"2931085";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2015";"3113496";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2016";"3316894";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2017";"3491148";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2018";"3730505";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2019";"4062576";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2020";"4404997";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2021";"4781600";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2022";"5067331";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2023";"5192825";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2024";"5321540";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Toplam";"1";"Hanehalkı sayısı";"2025";"5523321";"";"";"";"";""
