"Coğrafi Kapsam (TR)";"Gözlem Sıklığı (A)";"İstatistiksel Gösterge (NG_ADNKS)";"İkamet edilen yer (TR)";"ADNKS Gösterge (ORT_HH_BUYUKLUK)";"Zaman (2008)";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Antalya";"Ortalama hanehalkı büyüklüğü";"2020";"3,0198411924938";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Antalya";"Ortalama hanehalkı büyüklüğü";"2021";"2,961230942062";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Antalya";"Ortalama hanehalkı büyüklüğü";"2022";"2,92475521006556";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Antalya";"Ortalama hanehalkı büyüklüğü";"2023";"2,93814223836236";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Antalya";"Ortalama hanehalkı büyüklüğü";"2024";"2,92217688412566";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Antalya";"Ortalama hanehalkı büyüklüğü";"2025";"2,89838027824176";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2008";"3,1";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2009";"3,08467311116764";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2010";"3,04030438270986";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2011";"3,01244582043344";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2012";"2,98226518124863";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2013";"2,95114169982435";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2014";"2,91843778812738";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2015";"2,88943913663015";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2016";"2,85937679395623";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2017";"2,82309837527803";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2018";"2,7975649063935";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2019";"2,75849179262149";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2020";"2,72819911528007";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2021";"2,67611723134483";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2022";"2,62990499371056";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2023";"2,66553687357923";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2024";"2,65140452914243";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Burdur";"Ortalama hanehalkı büyüklüğü";"2025";"2,64248806398942";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2008";"3,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2009";"3,37243881556081";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2010";"3,27514190497561";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2011";"3,20752142305974";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2012";"3,14238557383278";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2013";"3,09194921490708";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2014";"3,05159376188665";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2015";"3,01030163733146";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2016";"2,98840024652227";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2017";"2,9574040484655";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2018";"2,89511928937516";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2019";"2,85550877050236";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2020";"2,83737942338179";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2021";"2,78164778198414";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2022";"2,73789602819662";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2023";"2,74627349739891";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2024";"2,73128079297385";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Isparta";"Ortalama hanehalkı büyüklüğü";"2025";"2,70571064847557";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2008";"4,2";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2009";"4,19730804779824";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2010";"4,10870140816034";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2011";"4,05542237499138";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2012";"3,99599063776384";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2013";"3,9235942723704";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2014";"3,86740313357064";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2015";"3,81603343031548";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2016";"3,78318395593878";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2017";"3,74351757403918";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2018";"3,69613778047962";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2019";"3,6409439082882";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2020";"3,57255707644461";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2021";"3,49026743037725";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2022";"3,38952425602487";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2023";"3,31845747999802";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2024";"3,27806125072541";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Adana";"Ortalama hanehalkı büyüklüğü";"2025";"3,25170960612138";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2008";"3,8";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2009";"3,8297176820208";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2010";"3,71917710114125";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2011";"3,66600068244675";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2012";"3,61277734150274";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2013";"3,54942785434746";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2014";"3,50572507631021";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2015";"3,46327121952402";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2016";"3,43405990092081";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2017";"3,39947731614043";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2018";"3,36783966937126";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2019";"3,3158812362926";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2020";"3,26636541804058";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2021";"3,20132549271674";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2022";"3,13394356325645";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2023";"3,11370568950039";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2024";"3,08096349519708";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Mersin";"Ortalama hanehalkı büyüklüğü";"2025";"3,05303791973224";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2008";"4,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2009";"4,41971388618639";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2010";"4,32322771687249";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2011";"4,25369974488591";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2012";"4,18972220462282";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2013";"4,1117008794377";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2014";"4,04588087148145";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2015";"3,97814954810372";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2016";"3,93827548538687";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2017";"3,88981920158696";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2018";"3,85201583230857";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2019";"3,8018327851151";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2020";"3,7317969225977";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2021";"3,64800479126174";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2022";"3,53146056387913";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2023";"3,31234019529989";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2024";"3,29621580295803";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Hatay";"Ortalama hanehalkı büyüklüğü";"2025";"3,32371946651972";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2008";"4,7";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2009";"4,66241910673815";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2010";"4,54073015690455";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2011";"4,43783241688774";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2012";"4,34537025487506";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2013";"4,2370889574238";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2014";"4,15077974824828";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2015";"4,04437009837935";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2016";"4,00372788287776";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2017";"3,95873028351713";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2018";"3,92690845296839";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2019";"3,83970457081043";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2020";"3,7791281818002";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2021";"3,68428809020799";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2022";"3,55397919824516";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2023";"3,38779912784875";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2024";"3,36359534092079";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Kahramanmaraş";"Ortalama hanehalkı büyüklüğü";"2025";"3,35587305866319";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2008";"4,4";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2009";"4,4143743028378";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2010";"4,31266824149865";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2011";"4,22510084048546";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2012";"4,13805083509904";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2013";"4,03541817463973";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2014";"3,94796918101398";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2015";"3,85243278829077";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2016";"3,80193978791454";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2017";"3,71266556945832";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2018";"3,64799268672235";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2019";"3,57955916441866";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2020";"3,53864910516526";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2021";"3,46243573902522";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2022";"3,35926082975363";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2023";"3,27408356955001";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2024";"3,2436709798645";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Osmaniye";"Ortalama hanehalkı büyüklüğü";"2025";"3,22408482825101";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2008";"4,3";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2009";"4,26866202842644";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2010";"4,15524586855618";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2011";"4,07468315572512";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2012";"4,01851651794395";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2013";"3,91228586133373";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2014";"3,76194177501413";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2015";"3,64718387791951";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2016";"3,59455347919992";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2017";"3,54364600475407";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2018";"3,52606950094387";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2019";"3,4665142364107";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2020";"3,42567234508284";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2021";"3,36766678317983";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2022";"3,29950219711732";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2023";"3,30456268142165";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2024";"3,2453394530503";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Aksaray";"Ortalama hanehalkı büyüklüğü";"2025";"3,19645279003724";"";"";"";"";""
