"Coğrafi Kapsam";"Gözlem Sıklığı";"İstatistiksel Gösterge";"İkamet edilen yer";"Hanehalkı tipi";"ADNKS Gösterge";"Zaman";"Gözlem";"Gözlem Durumu";"Zaman Formatı";"Ondalık Basamak Sayısı";"Ölçü Birimi";"Birim Çarpanı"
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"8634";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"8889";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"9486";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2014";"268862";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2015";"280140";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2016";"291958";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2017";"302535";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2018";"312645";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2019";"322499";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2020";"334788";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2021";"349057";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2022";"364278";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2023";"373718";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2024";"381082";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Tekirdağ";"Toplam";"Hanehalkı sayısı";"2025";"392280";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2014";"79255";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2015";"82159";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2016";"85908";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2017";"89005";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2018";"93916";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2019";"98045";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2020";"103888";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2021";"110885";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2022";"115688";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2023";"117401";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2024";"119432";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2025";"123471";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"279963";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"278083";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"278833";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"279814";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"283811";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"286080";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"290079";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"291667";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"295243";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"296181";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"295187";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"295413";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"45209";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"45999";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"46838";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"47427";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"48278";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"46718";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"45349";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"44936";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"44744";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"47817";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"49031";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"50391";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"6010";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"6221";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"6856";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"7100";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"7770";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"8159";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"8291";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"8705";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"9170";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"9942";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"10096";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"10376";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2014";"410437";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2015";"412462";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2016";"418435";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2017";"423346";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2018";"433775";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2019";"439002";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2020";"447607";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2021";"456193";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2022";"464845";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2023";"471341";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2024";"473746";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Balıkesir";"Toplam";"Hanehalkı sayısı";"2025";"479651";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2014";"36890";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2015";"38429";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2016";"40104";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2017";"41687";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2018";"43523";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2019";"45791";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2020";"48504";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2021";"51756";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2022";"54100";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2023";"55178";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2024";"56523";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Kişilik Hanehalkı";"Hanehalkı sayısı";"2025";"58175";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"120240";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"120550";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"121423";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"123230";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"124648";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"125551";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"128141";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"129343";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"131175";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"131069";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"130957";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Tek Çekirdek Aileden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"131018";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"17959";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"18456";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"18910";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"18873";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"19801";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"19865";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"19268";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"19205";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"19158";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"21141";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"21662";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"En Az Bir Çekirdek Aile Ve Diğer Kişilerden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"22437";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2014";"3042";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2015";"3428";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2016";"3593";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2017";"3795";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2018";"4375";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2019";"4583";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2020";"4340";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2021";"4489";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2022";"4703";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2023";"5114";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2024";"5143";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Çekirdek Aile Bulunmayan Birden Fazla Kişiden Oluşan Hanehalkı";"Hanehalkı sayısı";"2025";"5420";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Toplam";"Hanehalkı sayısı";"2014";"178131";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Toplam";"Hanehalkı sayısı";"2015";"180863";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Toplam";"Hanehalkı sayısı";"2016";"184030";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Toplam";"Hanehalkı sayısı";"2017";"187585";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Toplam";"Hanehalkı sayısı";"2018";"192347";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Toplam";"Hanehalkı sayısı";"2019";"195790";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Toplam";"Hanehalkı sayısı";"2020";"200253";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Toplam";"Hanehalkı sayısı";"2021";"204793";"";"";"";"";""
"Türkiye";"Yıllık";"Adrese Dayalı Nüfus Kayıt Sistemi";"Çanakkale";"Toplam";"Hanehalkı sayısı";"2022";"209136";"";"";"";"";""
